EPISODE,STEP,A_0,A_1,X_0,X_1,X_2,X_3
4,31,0.0,1.0,-0.1092386956924463,-0.7503597744378774,0.157228989747963,1.2904004735402814
4,32,0.0,1.0,-0.1242458911812038,-0.5575472720795722,0.1830369992187687,1.0507843460243182
4,33,0.0,1.0,-0.1353968366227953,-0.3652621577557264,0.204052686139255,0.8206876334580215
5,1,0.0,1.0,0.0478618342232764,0.0299158564216723,-0.0038520637747068,0.0280529176286455
5,2,0.0,1.0,0.0484601513517098,0.2250928364592195,-0.0032910054221339,-0.2658428842944721
5,3,0.0,1.0,0.0529620080808942,0.4202616035925713,-0.0086078631080233,-0.5595620034802681
5,4,1.0,0.0,0.0613672401527456,0.6155033101344726,-0.0197991031776287,-0.8549443939909963
5,5,0.0,1.0,0.0736773063554351,0.4206567030686414,-0.0368979910574486,-0.5685523231152066
5,6,0.0,1.0,0.0820904404168079,0.6162762329117244,-0.0482690375197527,-0.872627442174839
5,7,1.0,0.0,0.0944159650750424,0.8120201679738552,-0.0657215863632495,-1.1800869503643523
5,8,1.0,0.0,0.1106563684345195,0.6178101124999741,-0.0893233253705366,-0.9087090228865118
5,9,0.0,1.0,0.123012570684519,0.4240033657428032,-0.1074975058282668,-0.6453840202094878
5,10,1.0,0.0,0.131492637999375,0.6204460790588826,-0.1204051862324565,-0.9698906357837772
5,11,1.0,0.0,0.1439015595805527,0.4271281189985023,-0.1398029989481321,-0.7173267687744371
5,12,0.0,1.0,0.1524441219605227,0.2341893021862037,-0.1541495343236208,-0.4717104876892669
5,13,0.0,1.0,0.1571279080042468,0.4311141098218402,-0.1635837440774062,-0.8087358294136748
5,14,1.0,0.0,0.1657501902006836,0.6280543580078564,-0.1797584606656797,-1.1480818829648596
5,15,0.0,1.0,0.1783112773608407,0.4356752899831771,-0.2027200983249769,-0.9167278415040336
6,1,1.0,0.0,-0.0381725574131066,0.0139921021327523,-0.0356646712590953,0.0444668917049583
6,2,1.0,0.0,-0.0378927153704516,-0.1806007646581494,-0.0347753334249961,0.3256873838910986
6,3,0.0,1.0,-0.0415047306636146,-0.3752107731604998,-0.0282615857471742,0.6072040170693869
6,4,1.0,0.0,-0.0490089461268246,-0.1797053125140218,-0.0161175054057864,0.3057551333134627
6,5,1.0,0.0,-0.052603052377105,-0.3745939210055237,-0.0100024027395172,0.5933117351970468
6,6,1.0,0.0,-0.0600949307972155,-0.5695744404727698,0.0018638319644237,0.8828272265824458
6,7,0.0,1.0,-0.0714864196066709,-0.7647216548951884,0.0195203764960726,1.1760955060595202
6,8,0.0,1.0,-0.0867808527045747,-0.5698586753099655,0.043042286617263,0.8895953498285716
6,9,1.0,0.0,-0.098178026210774,-0.3753463811978682,0.0608341936138344,0.6107476629307524
6,10,0.0,1.0,-0.1056849538347313,-0.571263521023269,0.0730491468724495,0.921953976211494
6,11,1.0,0.0,-0.1171102242551967,-0.3772005927122004,0.0914882263966793,0.6530932580806268
6,12,1.0,0.0,-0.1246542361094407,-0.57346942301306,0.1045500915582919,0.9731253028018768
6,13,1.0,0.0,-0.1361236245697019,-0.7698269804677065,0.1240125976143294,1.2967351173308814
6,14,1.0,0.0,-0.1515201641790561,-0.9662864071885384,0.149947299960947,1.6255274520673555
6,15,1.0,0.0,-0.1708458923228268,-1.1628207122073349,0.1824578490022942,1.9609404193314484
7,1,0.0,1.0,0.0021848321750071,-0.0085338060009476,-0.0235444387895373,0.0274233689434216
7,2,1.0,0.0,0.0020141560549882,0.1869177385361634,-0.0229959714106688,-0.272594117063015
7,3,0.0,1.0,0.0057525108257114,-0.0078686643160769,-0.0284478537519291,0.0127480164439587
7,4,1.0,0.0,0.0055951375393899,0.1876494715593249,-0.0281928934230499,-0.2887730645847318
7,5,0.0,1.0,0.0093481269705764,-0.0070593388197763,-0.0339683547147446,-0.0051135256581084
7,6,0.0,1.0,0.0092069401941809,0.1885328856929995,-0.0340706252279068,-0.3083173916380483
7,7,0.0,1.0,0.0129775979080409,0.3841233158952359,-0.0402369730606677,-0.6115475972906441
7,8,0.0,1.0,0.0206600642259456,0.5797838579883307,-0.0524679250064806,-0.9166273378862028
7,9,0.0,1.0,0.0322557413857122,0.7755745048970435,-0.0708004717642047,-1.225327652857057
7,10,1.0,0.0,0.0477672314836531,0.9715330718918044,-0.0953070248213458,-1.5393270517684463
7,11,0.0,1.0,0.0671978929214892,0.777678164004748,-0.1260935658567147,-1.2778422055814358
7,12,0.0,1.0,0.0827514562015841,0.9741616552098707,-0.1516504099683435,-1.6072008898027077
7,13,0.0,1.0,0.1022346893057815,1.170716364803165,-0.1837944277643976,-1.9430637181771724
8,1,0.0,1.0,-0.0043849667783451,0.0068433948868648,-0.0481210199563644,0.0117635497075877
8,2,1.0,0.0,-0.0042480988806078,0.2026212542433137,-0.0478857489622127,-0.295705413144363
8,3,0.0,1.0,-0.0001956737957415,0.0082135154046649,-0.0537998572250999,-0.0185011106738903
8,4,0.0,1.0,-3.140348764827275e-05,0.2040640907455787,-0.0541698794385778,-0.3276614490423707
8,5,1.0,0.0,0.0040498783272633,0.3999137174311034,-0.0607231084194252,-0.6369231290625641
8,6,1.0,0.0,0.0120481526758853,0.205688805184838,-0.0734615710006764,-0.3639643438088844
8,7,0.0,1.0,0.0161619287795821,0.0116835983163053,-0.0807408578768541,-0.0953196885791558
8,8,1.0,0.0,0.0163956007459082,0.2078643744486744,-0.0826472516484373,-0.4123442133660936
8,9,1.0,0.0,0.0205528882348817,0.0140052916277872,-0.0908941359157591,-0.1468187893015189
8,10,1.0,0.0,0.0208329940674374,-0.179705402004823,-0.0938305117017895,0.1158616912856482
8,11,1.0,0.0,0.017238886027341,-0.3733664057325009,-0.0915132778760765,0.3775296578561189
8,12,0.0,1.0,0.0097715579126909,-0.5670775736036948,-0.0839626847189542,0.6400131906727138
8,13,0.0,1.0,-0.0015699935593829,-0.370891602023694,-0.0711624209054999,0.3221148822922178
8,14,1.0,0.0,-0.0089878255998567,-0.1748322429879704,-0.0647201232596555,0.0078660783027126
8,15,1.0,0.0,-0.0124844704596161,-0.3689691886042087,-0.0645628016936013,0.2794473888643108
8,16,0.0,1.0,-0.0198638542317003,-0.5631135689356124,-0.0589738539163151,0.5510889435547046
8,17,1.0,0.0,-0.0311261256104126,-0.3672150641377122,-0.047952075045221,0.2404237625026091
8,18,0.0,1.0,-0.0384704268931668,-0.5616203858894013,-0.0431435997951688,0.5176040395587058
8,19,0.0,1.0,-0.0497028346109548,-0.3659183708384425,-0.0327915190039947,0.2116438963298711
8,20,0.0,1.0,-0.0570212020277237,-0.1703432932460519,-0.0285586410773972,-0.0911999890997831
8,21,0.0,1.0,-0.0604280678926447,0.0251761113218028,-0.0303826408593929,-0.3927546046496804
8,22,1.0,0.0,-0.0599245456662087,0.2207157507594282,-0.0382377329523865,-0.6948598187296199
8,23,1.0,0.0,-0.0555102306510201,0.0261444485740201,-0.0521349293269789,-0.4144553591966147
8,24,1.0,0.0,-0.0549873416795397,-0.1682012817576163,-0.0604240365109112,-0.1386535817562222
8,25,0.0,1.0,-0.058351367314692,-0.3624080847759124,-0.0631971081460357,0.1343711297079541
8,26,1.0,0.0,-0.0655995290102103,-0.1664405106363028,-0.0605096855518766,-0.1775610090235244
8,27,0.0,1.0,-0.0689283392229363,-0.3606466750941882,-0.0640609057323471,0.0954361037989556
8,28,0.0,1.0,-0.0761412727248201,-0.1646678447204281,-0.0621521836563679,-0.2167501817901859
8,29,0.0,1.0,-0.0794346296192287,0.0312850042292691,-0.0664871872921717,-0.5283729091271558
8,30,1.0,0.0,-0.0788089295346433,0.2272762748235378,-0.0770546454747148,-0.841243097693982
8,31,0.0,1.0,-0.0742634040381725,0.0332859943146951,-0.0938795074285944,-0.573752755335003
8,32,1.0,0.0,-0.0735976841518786,0.2295900907759088,-0.1053545625352945,-0.8944723291968425
8,33,1.0,0.0,-0.0690058823363604,0.036042450049237,-0.1232440091192313,-0.6366775750112217
8,34,0.0,1.0,-0.0682850333353757,-0.1571648165392681,-0.1359775606194558,-0.3852069540306925
8,35,1.0,0.0,-0.0714283296661611,0.0395991090499074,-0.1436816997000696,-0.7174827559177316
8,36,0.0,1.0,-0.0706363474851629,-0.153273044981779,-0.1580313548184242,-0.4732529172922478
8,37,0.0,1.0,-0.0737018083847985,0.0436864445022801,-0.1674964131642692,-0.8112787597983147
8,38,1.0,0.0,-0.0728280794947529,0.2406582338580527,-0.1837219883602355,-1.1516155959332004
8,39,1.0,0.0,-0.0680149148175918,0.0483455071891458,-0.2067543002788995,-0.9217121995971744
9,1,0.0,1.0,0.0112095722722421,0.0116933996874756,0.0443748078514624,0.0181820299103483
9,2,1.0,0.0,0.0114434402659916,0.2061518010237394,0.0447384484496693,-0.2601765224144009
9,3,0.0,1.0,0.0155664762864664,0.0104206907098129,0.0395349180013813,0.0462750875385174
9,4,1.0,0.0,0.0157748901006627,0.2049540900153713,0.0404604197521517,-0.2336767596730897
9,5,0.0,1.0,0.0198739719009701,0.0092780911270962,0.0357868845586899,0.0714891416682122
9,6,1.0,0.0,0.020059533723512,0.2038691952198478,0.0372166673920541,-0.2096915262150649
9,7,0.0,1.0,0.024136917627909,0.0082354092068881,0.0330228368677528,0.0944951244109932
9,8,1.0,0.0,0.0243016258120467,0.2028688716865449,0.0349127393559727,-0.187588947235047
9,9,0.0,1.0,0.0283590032457776,0.0072652641798202,0.0311609604112717,0.1158999266491901
9,10,1.0,0.0,0.028504308529374,0.2019271930693278,0.0334789589442556,-0.1667913749926084
9,11,1.0,0.0,0.0325428523907606,0.0063424062045055,0.0301431314444034,0.1362623814482946
9,12,1.0,0.0,0.0326697005148507,-0.1891980375893395,0.0328683790733693,0.4383005436437006
9,13,0.0,1.0,0.0288857397630639,-0.3847694168280932,0.0416343899462433,0.7411607291106952
9,14,1.0,0.0,0.021190351426502,-0.1902462258555101,0.0564576045284572,0.461865773890683
9,15,0.0,1.0,0.0173854269093918,-0.3861187641203807,0.0656949200062709,0.7717961728512417
9,16,1.0,0.0,0.0096630516269842,-0.1919593410028941,0.0811308434632957,0.5004856970114067
9,17,0.0,1.0,0.0058238648069263,-0.3881256519091829,0.0911405574035238,0.817593597580704
9,18,1.0,0.0,-0.0019386482312572,-0.1943616518584268,0.1074924293551379,0.5549121452761592
9,19,1.0,0.0,-0.0058258812684258,-0.3908156684508078,0.1185906722606611,0.8794342945242211
9,20,1.0,0.0,-0.0136421946374419,-0.5873319304861543,0.1361793581511455,1.206922290870066
9,21,1.0,0.0,-0.025388833247165,-0.7839247861752048,0.1603178039685469,1.53899456379183
9,22,1.0,0.0,-0.0410673289706691,-0.980571208901018,0.1910976952443835,1.877113476069676
10,1,0.0,1.0,-0.0140492099426213,-0.0062968046200658,0.0197631195927264,-0.043977452837073
10,2,1.0,0.0,-0.0141751460350227,0.1885362581999733,0.018883570535985,-0.3303599964386735
10,3,1.0,0.0,-0.0104044208710232,-0.0068493387805856,0.0122763706072115,-0.0317824139224279
10,4,0.0,1.0,-0.0105414076466349,-0.202145167815206,0.0116407223287629,0.2647484175383147
10,5,1.0,0.0,-0.014584311002939,-0.0071912834088676,0.0169356906795292,-0.0242403010953115
10,6,1.0,0.0,-0.0147281366711164,-0.2025519614940284,0.016450884657623,0.2737375474214264
10,7,1.0,0.0,-0.018779175900997,-0.3979047292404028,0.0219256356060515,0.5715633903982242
10,8,0.0,1.0,-0.026737270485805,-0.5933271648815981,0.033356903414016,0.8710722075011504
10,9,1.0,0.0,-0.038603813783437,-0.3986743994166445,0.050778347564039,0.5890605953978905
10,10,1.0,0.0,-0.0465773017717699,-0.5944692445547429,0.0625595594719969,0.8972967299166481
10,11,0.0,1.0,-0.0584666866628647,-0.7903809138945069,0.0805054940703298,1.2089698827576922
10,12,1.0,0.0,-0.0742743049407549,-0.5963856732067776,0.1046848917254837,0.9425625514434396
10,13,0.0,1.0,-0.0862020184048904,-0.7927505584858155,0.1235361427543524,1.2662185659908365
10,14,1.0,0.0,-0.1020570295746067,-0.5994043893462184,0.1488605140741692,1.0146368334697775
10,15,1.0,0.0,-0.1140451173615311,-0.7961641771135115,0.1691532507435647,1.3501160177581188
10,16,0.0,1.0,-0.1299684009038013,-0.9929585427750364,0.1961555710987271,1.6905887317749708
11,1,0.0,1.0,0.0166766715445667,0.0170637869618159,-0.0289617438926159,-0.0371073702345146
11,2,1.0,0.0,0.017017947283803,0.2125888239839999,-0.0297038912973062,-0.3387854945312777
11,3,1.0,0.0,0.021269723763483,0.0179018591722018,-0.0364796011879317,-0.0556155300502896
11,4,1.0,0.0,0.0216277609469271,-0.1766785568271618,-0.0375919117889375,0.2253382862475058
11,5,0.0,1.0,0.0180941898103838,-0.3712436457877016,-0.0330851460639874,0.5059303122433867
11,6,0.0,1.0,0.0106693168946298,-0.1756714705056526,-0.0229665398191197,0.2030073351350506
11,7,1.0,0.0,0.0071558874845168,0.0197712736221692,-0.0189063931164186,-0.0968310371343528
11,8,1.0,0.0,0.0075513129569601,-0.1750746742097965,-0.0208430138591057,0.1898275017238495
11,9,1.0,0.0,0.0040498194727642,-0.3698923334707629,-0.0170464638246287,0.4758631143609749
11,10,1.0,0.0,-0.003348027196651,-0.5647694834822468,-0.0075292015374092,0.763124951921369
11,11,1.0,0.0,-0.0146434168662959,-0.7597869278226982,0.0077332975010181,1.0534292626436752
11,12,0.0,1.0,-0.0298391554227499,-0.9550105548145646,0.0288018827538916,1.3485295136296274
11,13,1.0,0.0,-0.0489393665190412,-0.7602621614589365,0.0557724730264841,1.0649946629842126
11,14,0.0,1.0,-0.0641446097482199,-0.956076109309596,0.0770723662861684,1.3746474912724238
11,15,1.0,0.0,-0.0832661319344118,-0.7619973576633058,0.1045653161116169,1.1070304276015723
11,16,1.0,0.0,-0.0985060790876779,-0.9583267279279044,0.1267059246636483,1.430602175854175
11,17,1.0,0.0,-0.117672613646236,-1.1547645975438912,0.1553179681807318,1.7600488218643733
11,18,0.0,1.0,-0.1407679055971138,-1.3512667902145925,0.1905189446180193,2.096734095403993
12,1,0.0,1.0,-0.0184571649075816,-0.0136289229057377,0.0070196770417879,-0.0061398486537679
12,2,0.0,1.0,-0.0187297433656963,0.1813916562924569,0.0068968800687126,-0.2965997420235484
12,3,1.0,0.0,-0.0151019102398472,0.3764146124522993,0.0009648852282416,-0.5870995521396782
12,4,1.0,0.0,-0.0075736179908012,0.1812791611387331,-0.0107771058145519,-0.2941128352100742
12,5,0.0,1.0,-0.0039480347680265,-0.013687495211441,-0.0166593625187534,-0.0048482417454692
12,6,0.0,1.0,-0.0042217846722553,0.1816693642396161,-0.0167563273536628,-0.302740494211787
12,7,0.0,1.0,-0.000588397387463,0.3770260693895201,-0.0228111372378985,-0.6006605442248278
12,8,0.0,1.0,0.0069521240003273,0.5724595838621097,-0.0348243481223951,-0.9004404419110793
12,9,1.0,0.0,0.0184013156775695,0.7680356746379955,-0.0528331569606166,-1.203862998611695
12,10,1.0,0.0,0.0337620291703294,0.573635019290027,-0.0769104169328505,-0.928194622893714
12,11,1.0,0.0,0.0452347295561299,0.3796309529948528,-0.0954743093907248,-0.6606381577347269
12,12,0.0,1.0,0.052827348616027,0.185958129670241,-0.1086870725454194,-0.3994787856785344
12,13,0.0,1.0,0.0565465112094318,0.3824405145638864,-0.11667664825899,-0.724354433897102
12,14,1.0,0.0,0.0641953215007095,0.5789661706082829,-0.1311637369369321,-1.0513638079425254
12,15,0.0,1.0,0.0757746449128752,0.3858045215687277,-0.1521910130957826,-0.8025617809661032
12,16,1.0,0.0,0.0834907353442497,0.5826492576157346,-0.1682422487151046,-1.138987606063886
12,17,1.0,0.0,0.0951437204965644,0.3900780308148063,-0.1910220008363824,-0.9034394486633686
12,18,0.0,1.0,0.1029452811128606,0.1979849422782138,-0.2090907898096498,-0.6763604188377397
13,1,1.0,0.0,0.0488373838059226,-0.0397955189251972,-0.0291123243905165,-0.0338690482115003
13,2,0.0,1.0,0.0480414734274186,-0.2344881549502572,-0.0297897053547465,0.2494883446332021
13,3,0.0,1.0,0.0433517103284135,-0.0389537302308496,-0.0247999384620824,-0.0524400382998465
13,4,0.0,1.0,0.0425726357237965,0.156514881243068,-0.0258487392280794,-0.3528432293580371
13,5,0.0,1.0,0.0457029333486578,0.3519946820268663,-0.0329056038152401,-0.6535636606242453
13,6,1.0,0.0,0.0527428269891952,0.5475590084693907,-0.045976877027725,-0.9564238517143248
13,7,1.0,0.0,0.063694007158583,0.3530845460521364,-0.0651053540620115,-0.6785328646227223
13,8,1.0,0.0,0.0707556980796257,0.1589245749959015,-0.078676011354466,-0.4070373852798306
13,9,0.0,1.0,0.0739341895795437,-0.0349987506599711,-0.0868167590600626,-0.1401591009779306
13,10,0.0,1.0,0.0732342145663443,0.1612524107092097,-0.0896199410796212,-0.4589192349247399
13,11,0.0,1.0,0.0764592627805285,0.3575193472584736,-0.098798325778116,-0.7784511644650338
13,12,1.0,0.0,0.083609649725698,0.5538509236669311,-0.1143673490674167,-1.100511863533985
13,13,0.0,1.0,0.0946866681990366,0.3604043971769221,-0.1363775863380964,-0.8457884496142745
13,14,0.0,1.0,0.1018947561425751,0.557097134934796,-0.1532933553303819,-1.178058951705147
13,15,0.0,1.0,0.113036698841271,0.7538408695249355,-0.1768545343644848,-1.5146058443589752
13,16,0.0,1.0,0.1281135162317697,0.9506072179860308,-0.2071466512516643,-1.856876221489232
14,1,1.0,0.0,0.0153108325465398,-0.0246708397460217,-0.0033689227143693,-0.0255574407998397
14,2,1.0,0.0,0.0148174157516194,-0.2197443161957038,-0.0038800715303661,0.2660606519614593
14,3,0.0,1.0,0.0104225294277053,-0.4148106751530559,0.001441141508863,0.5575172496961679
14,4,0.0,1.0,0.0021263159246442,-0.2197089846143387,0.0125914865027863,0.2652887132483777
14,5,1.0,0.0,-0.0022678637676425,-0.0247689914817653,0.0178972607677539,-0.0233962973952771
14,6,1.0,0.0,-0.0027632435972778,-0.2201429726669456,0.0174293348198483,0.2748792539382765
14,7,1.0,0.0,-0.0071661030506167,-0.4155092085364705,0.0229269198986139,0.5730080623521605
14,8,0.0,1.0,-0.0154762872213461,-0.6109449911098326,0.0343870811456571,0.8728246163502396
14,9,0.0,1.0,-0.0276951870435428,-0.4163070932848581,0.0518435734726619,0.5911481774568159
14,10,1.0,0.0,-0.03602132890924,-0.2219478454235217,0.0636665370217982,0.3152361943284032
14,11,0.0,1.0,-0.0404602858177104,-0.4179161900563208,0.0699712609083663,0.6272984739454688
14,12,0.0,1.0,-0.0488186096188368,-0.2238370304497451,0.0825172303872757,0.3574468677067317
14,13,0.0,1.0,-0.0532953502278317,-0.0299792241596484,0.0896661677414103,0.0918821371666804
14,14,0.0,1.0,-0.0538949347110247,0.1637507370265518,0.0915038104847439,-0.1712188497502745
14,15,0.0,1.0,-0.0506199199704937,0.3574519749527776,0.0880794334897384,-0.4336905731109028
14,16,1.0,0.0,-0.0434708804714381,0.5512236911300731,0.0794056220275203,-0.6973595335082028
14,17,1.0,0.0,-0.0324464066488366,0.3550956579227565,0.0654584313573563,-0.3807737464365071
14,18,1.0,0.0,-0.0253444934903815,0.1591082277147081,0.0578429564286261,-0.068191163983531
14,19,0.0,1.0,-0.0221623289360874,-0.036793258576126,0.0564791331489555,0.2421659637252912
14,20,1.0,0.0,-0.0228981941076099,0.1574783542155801,0.0613224524234613,-0.0321807612330875
14,21,0.0,1.0,-0.0197486270232983,-0.0384669380371603,0.0606788371987996,0.2792022232068195
14,22,1.0,0.0,-0.0205179657840415,0.1557392796024904,0.066262881662936,0.0062576540555652
